filepath,class,split
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729183103.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729183145_01.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729183149_01.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729183117.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729190058.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729190125.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200730132737.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200730132527.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200730132355.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200730132418.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729190048.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729190006.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729183142.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200730132521_01.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729183143_01.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200730132754_01.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200730132530.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200730132520.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200730132636_01.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729183128_01.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729190134.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729190103_01.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200730132357.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200730132448.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200730132701.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729190130.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729183104.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729190110_01.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200730132449.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729183108_01.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729183108.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729190143.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200730132627.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729183100_01.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729183101.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729183148.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200730132731_01.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729190026.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200730132556.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729183049.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729190114.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729190008_01.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729190149_01.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200730132549.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200730132654_01.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200730132515_01.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729190131.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729183128.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200730132542_01.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729190035.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729183126.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729183136_01.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729190151_01.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200730132651_01.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200730132353.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200730132531_01.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729183200.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729190200_01.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729183114_01.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729190118.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729183132.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200730132509.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729190116_01.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729183154.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200730132546_01.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200730132544_01.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200730132649_01.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729183039.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729190059.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729183127.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729190055.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729183159_01.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729183116.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729190018.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200730132353_01.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200730132510.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729183154_01.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200730132507.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729190130_01.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200730132546.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200730132650.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729183116_01.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200730132444.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200730132420_01.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729183041.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200730132637.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200730132540.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729190135.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200730132652.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729183151.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200730132752.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729190101.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729190149.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729190038.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200730132510_01.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729183118_01.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200730132535.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729190008.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729190005.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729183145.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729183111_01.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729183132_01.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200730132659.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200730132732.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729183156.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729190055_01.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200730132444_01.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200730132519.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200730132539.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729190127_01.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729190115.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729183156_01.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729190128.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729183158.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200730132626.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200730132518.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200730132700.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200730132804.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729190201.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Banana\IMG20200729190052.jpg,Banana,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200729173354.jpg,Guava,val
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200729173359.jpg,Guava,val
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200729173313.jpg,Guava,val
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200728185037.jpg,Guava,val
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200729173330.jpg,Guava,val
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200729173317.jpg,Guava,val
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200728131820.jpg,Guava,val
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200729173336_01.jpg,Guava,val
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200728185111.jpg,Guava,val
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200729173310_01.jpg,Guava,val
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200729173308.jpg,Guava,val
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200729173331.jpg,Guava,val
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200729173250.jpg,Guava,val
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200728131747.jpg,Guava,val
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200729172928.jpg,Guava,val
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200729173251.jpg,Guava,val
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200728131930.jpg,Guava,val
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200728131849.jpg,Guava,val
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200728185202.jpg,Guava,val
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200728185150.jpg,Guava,val
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200729173329_01.jpg,Guava,val
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200729172918_01.jpg,Guava,val
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200728131949.jpg,Guava,val
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200728131745.jpg,Guava,val
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200728131746_01.jpg,Guava,val
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200729173307.jpg,Guava,val
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200729173319.jpg,Guava,val
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200729173353.jpg,Guava,val
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200729172911_01.jpg,Guava,val
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200728131926.jpg,Guava,val
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200728185142.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200729173259_01.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200729173257.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200729173258_01.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200729173358.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200728131740.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200728131718.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200728131931.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200728131751.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200729173253.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200728131742.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200728131743.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200728185143.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200728185112_01.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200729172921.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200728185036.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200728185151.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200728131915.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200728131952.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200728185142_01.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200728185140.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200729173344.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200728131828.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200728131839.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200729173340.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200728131753.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200729173258.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200729173304_01.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200728185122.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200729173304.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200729173255.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200728185112.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200728185209.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200729173317_01.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200729172911.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200728185123.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200728131850.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200728131906.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200728185141.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200729173259.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200728185045.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200728185046.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200729172922.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200729172919_01.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200729173406.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200729173301.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200729172911_02.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200729173329.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200729172917.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200728131721.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200729172920.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200728131841.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200729173316.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200728131910.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200729173300.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200729172918.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200729173344_01.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200729173306.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200729172928_02.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200729173337.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200729172921_01.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200728131914.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200729173349.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200729173407.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200728185038.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200729173251_02.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200729173252.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200728185040.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200729173355_01.jpg,Guava,train
data\Processed Images_Fruits\Mixed Qualit_Fruits\Guava\IMG20200729173329_02.jpg,Guava,train
